username,followers,following,public_repos,public_gists,account_age_days,bio,label,burst_score,posting_regularity_score,time_of_day_entropy,active_hours_count,follow_velocity,duplicate_content_ratio,sentiment_variance,profile_completeness_score,mutual_follower_ratio
creative_dan,20.86225314444108,49.32850609731737,56.873430383885456,2.7733782775261093,1359.5091158537568,High school teacher | making STEM fun,0,0.045130719495009936,0.2896849536137911,0.782472105757368,10.006014121588725,0.48032940749712805,0.08015373127425902,0.34645414027613713,0.6301286049783575,0.21630591915634126
f4f_master_99,14.0,2452.0,1.0,0.0,11.0,follow for follow back,1,0.697,0.904,0.121,2.0,292.63,0.709,0.0142,0.239,0.0117
creative_dan,360.2983036074504,8.478621445952893,19.553736591025142,16.68672701082497,4934.824227787084,Developer | Open source enthusiast,0,0.13115154681809438,0.5472543440220216,0.9132070689939873,11.34374550561454,3.925491011472138,0.14005146531240145,0.44620545019654323,0.6092622939073284,0.4287990597634697
acc29471838,16.0,1891.0,0.0,0.0,32.0,airdrop $ETH daily,1,0.909,0.931,0.357,4.0,270.53,0.704,0.0306,0.068,0.0477
user8374629,8.0,1758.0,1.0,0.0,24.0,♻️ repost to win $1000,1,0.744,0.977,0.324,4.0,82.16,0.859,0.082,0.096,0.0067
emma.j,1.0,6.0,67.0,27.0,5000.0,Developer | Open source enthusiast,0,0.085,0.368,0.962,14.0,4.033,0.169,0.2668,0.687,0.5139
olivia_draws,24.0,13.0,7.0,1.0,526.0,Wildlife photographer based in Kenya,0,0.048,0.54,0.7,15.0,0.934,0.122,0.3379,0.765,0.4053
fit_jessica,1.0,8.0,7.0,11.0,5000.0,Freelance illustrator | art prints available,0,0.077,0.39,0.911,18.0,1.156,0.197,0.2535,0.972,0.5705
bot_account_7,6.0,2404.0,2.0,0.0,46.0,FREE gift cards click here,1,0.631,0.942,0.312,4.0,113.67,0.835,0.0799,0.013,0.0108
a8f7d3k9p2,10.0,1427.0,2.0,0.0,23.0,Click link below 💰,1,0.688,0.984,0.314,2.0,264.15,0.77,0.0143,0.047,0.0148
fit_jessica,5.0,5.0,10.0,5.0,1765.0,Environmental activist,0,0.001,0.218,0.75,17.0,4.06,0.023,0.6731,0.806,0.2871
olivia_draws,19.0,111.0,8.0,23.0,4307.0,Dance teacher | choreographer,0,0.031,0.178,0.888,15.0,4.987,0.047,0.2843,0.601,0.2285
f4f_master_99,9.0,464.0,2.0,0.0,5.0,airdrop $ETH daily,1,0.817,0.987,0.352,2.0,190.56,0.841,0.0968,0.092,0.0148
amy_joy,163.71734135514737,109.5428893551377,85.56012508106839,25.56105818422197,3773.358375852406,Podcaster | interviewing founders,0,0.05722578486335242,0.44278945185668017,0.9883814071416612,13.21271837592076,8.97521119804438,0.17378534260387035,0.22081240174028594,0.6860856634981378,0.18284489820033442
follow_back_101,4.0,344.0,2.0,0.0,2.0,crypto millionaire | teach you how,1,0.918,0.973,0.383,2.0,285.49,0.948,0.0569,0.189,0.0452
fit_jessica,27.0,4.0,8.0,7.0,615.0,Artist | Digital creator,0,0.149,0.492,0.655,15.0,0.373,0.103,0.4967,0.673,0.4992
luke_designs,44.82330767536695,6.820605143046966,1.5881121015264106,5.217071974767286,5104.602230205266,mom of 3 | foodie,0,0.05335759853842984,0.48270701414391814,0.8513269668331932,14.18890278864782,3.288794870061903,0.14440595563850162,0.267343781852583,0.9017528707341349,0.31577553497031424
insta_boost_247,11.0,401.0,1.0,0.0,21.0,,1,0.834,0.913,0.127,4.0,56.53,0.835,0.078,0.128,0.0445
acc29471838,18.887712539815695,1767.8311633194396,1.8047944654534458,0.0,65.19768291067471,official giveaway account,1,0.8549592694996406,0.9154873435131633,0.35733886137353127,2.883892681530872,196.72184815406064,0.88188030453126,0.03808741259753025,0.0,0.017261530779159186
mark_adventure,21.0,19.0,3.0,18.0,3760.0,Fashion designer | PR welcome,0,0.15,0.483,0.704,8.0,1.087,0.153,0.5704,0.658,0.408
dev_pete,522.2144997659293,67.0931921312914,12.336231218328036,20.163169456473327,547.7781935137641,Gaming streamer | Twitch partner,0,0.04674781714025258,0.31331213409921577,0.720877115356227,18.218661586481353,0.0,0.17081944236687197,0.5933772685429988,0.6706434340370202,0.2620788614131162
sarah_smith,8.0,5.0,41.0,9.0,2725.0,Wildlife photographer based in Kenya,0,0.022,0.375,0.677,15.0,4.953,0.026,0.4746,0.641,0.4959
mia_cooks,306.0,19.0,7.0,3.0,3166.0,Dog lover | Hiking | Books,0,0.12,0.102,0.942,8.0,3.303,0.119,0.3615,0.83,0.3453
f4f_master_99,4.0,1304.0,1.0,0.0,54.0,📈 passive income daily,1,0.698,0.852,0.387,2.0,81.86,0.951,0.0999,0.061,0.0436
noah_films,168.0,22.0,4.0,13.0,429.0,Fashion designer | PR welcome,0,0.085,0.383,0.669,16.0,4.814,0.013,0.5109,0.782,0.1891
real_human_01234,0.0,2533.7522038627358,0.29232314994331965,0.0,35.6813561111179,,1,0.7235222969351327,0.988803974095921,0.2986540136437499,0.7125032293961016,69.04868492931969,0.8069590212256907,0.041169388922342426,0.15083510765213365,0.009244117088635984
fit_jessica,256.0,88.0,60.0,1.0,1467.0,News journalist @NYT,0,0.001,0.101,0.776,12.0,2.165,0.066,0.2027,0.822,0.4843
paul_runs,119.0,14.0,1.0,18.0,1429.0,software engineer @ Google,0,0.065,0.281,0.956,17.0,4.576,0.026,0.2487,0.987,0.2284
get_rich_88,13.0,2585.0,1.0,0.0,32.0,♻️ repost to win $1000,1,0.714,0.97,0.141,4.0,286.03,0.785,0.094,0.071,0.0074
photo_by_anna,158.0,97.0,2.0,20.0,1417.0,software engineer @ Google,0,0.06,0.347,0.847,13.0,0.602,0.063,0.5685,0.895,0.1518
ethan_games,147.0,6.0,19.0,24.0,1676.0,Architect | sustainable design,0,0.072,0.389,0.885,18.0,2.676,0.173,0.6583,0.812,0.1408
alex_travel,1478.0,14.0,9.0,16.0,5000.0,Teacher & lifelong learner,0,0.005,0.122,0.651,13.0,4.633,0.191,0.6974,0.939,0.2669
1234567890ab,10.0,2441.0,2.0,0.0,47.0,DM me to grow your account fast,1,0.708,0.903,0.32,4.0,176.05,0.885,0.0863,0.285,0.0313
get_rich_88,3.0,777.0,2.0,0.0,28.0,,1,0.705,0.878,0.366,4.0,56.69,0.789,0.0548,0.11,0.0425
sophia_teaches,39.65390509812135,32.907407996914046,2.2577628908558363,13.424670724585804,1272.4068756111237,Traveler | 50+ countries visited,0,0.07028905397099153,0.24048369462322275,0.7754750030855915,15.01281902081666,0.0,0.10075483763618352,0.6608894671450476,0.794416426026086,0.5190541564074367
earn_fast_2024,10.0,1309.0,2.0,0.0,11.0,promo available 📩,1,0.934,0.871,0.297,1.0,110.63,0.713,0.049,0.284,0.009
xXx_profit_xXx,18.0,1720.0,1.0,0.0,7.0,FREE BTC airdrop → link in bio,1,0.825,0.964,0.102,2.0,132.11,0.798,0.0299,0.225,0.0329
dev_pete,14.0,6.0,1.0,1.0,1608.0,Architect | sustainable design,0,0.105,0.212,0.751,15.0,4.374,0.138,0.2107,0.9,0.3477
grace_beauty,738.0,39.0,3.0,15.0,1474.0,Blogger | Lifestyle & wellness,0,0.119,0.54,0.945,18.0,1.086,0.042,0.3179,0.656,0.4914
mike_2023,1.0,77.0,6.0,19.0,1102.0,UX designer @Meta,0,0.147,0.263,0.791,10.0,0.757,0.07,0.2758,0.917,0.5062
autoliker_pro,15.0,1043.0,0.0,0.0,29.0,make money online → bio link,1,0.847,0.99,0.26,4.0,187.19,0.89,0.0372,0.068,0.0082
autoliker_pro,3.0,1918.0,2.0,0.0,37.0,earn $500/day 👇,1,0.671,0.866,0.256,2.0,236.09,0.741,0.0633,0.016,0.0062
ben_codes,59.01945209888009,0.0,4.8548903703530035,7.64125392094996,2085.1604864775422,High school teacher | making STEM fun,0,0.069080931396656,0.20103218537701564,0.8815137328525573,16.281562433382987,12.592780247745537,0.11917355635845264,0.41096502914572725,0.7683048706042487,0.32312205721474146
grace_beauty,178.56002393576264,0.0,53.08479145705886,12.89877363411664,1636.1602096336374,High school teacher | making STEM fun,0,0.11377910006147048,0.3518301740220318,0.8504019773640826,10.417543465034457,8.636800725755684,0.14264456538027562,0.4305417772123013,0.7113552630427089,0.11981166150233456
earn_fast_2024,2.0,594.0,0.0,0.0,58.0,airdrop $ETH daily,1,0.882,0.959,0.177,4.0,146.46,0.948,0.0882,0.09,0.0135
mia_cooks,35.14200449772471,0.0,73.71038131105698,17.92113382701132,2303.7936994869706,photographer | travel 📷,0,0.036405346470614657,0.10700859599380298,0.7442042392429697,17.12771344747527,2.800885244268588,0.09860537167356351,0.5994083625736354,0.9463252999060042,0.16874036669265663
daniel_f,89.0,19.0,5.0,17.0,2633.0,Blogger | Lifestyle & wellness,0,0.088,0.15,0.799,12.0,2.328,0.157,0.2513,0.946,0.456
mark_adventure,42.0,9.0,2.0,19.0,2703.0,Architect | sustainable design,0,0.076,0.4,0.758,17.0,2.423,0.062,0.4522,0.879,0.4655
alex_travel,33.0,20.0,2.0,6.0,455.0,Podcaster | interviewing founders,0,0.138,0.158,0.721,18.0,3.808,0.138,0.2836,0.938,0.5163
user8374629,9.0,895.0,1.0,0.0,25.0,follow for follow back,1,0.674,0.946,0.305,2.0,120.75,0.817,0.0996,0.167,0.031
lisa_writes,358.0,3.0,13.0,22.0,5000.0,Fashion designer | PR welcome,0,0.111,0.191,0.83,18.0,4.336,0.145,0.4698,0.791,0.5688
bot_account_7,9.0,315.0,2.0,0.0,20.0,,1,0.717,0.878,0.201,4.0,101.99,0.728,0.0765,0.271,0.0285
bot291847362,10.0,1548.0,0.0,0.0,23.0,NFT investor | crypto tips,1,0.693,0.878,0.241,2.0,68.28,0.853,0.0835,0.154,0.0305
chris_builds,14.0,8.0,1.0,0.0,2654.0,Chef | Recipe creator,0,0.114,0.305,0.759,17.0,3.571,0.126,0.4138,0.636,0.4318
alex_travel,21.0,7.0,27.0,3.0,1865.0,software engineer @ Google,0,0.047,0.369,0.805,14.0,3.135,0.019,0.6035,0.994,0.1467
photo_by_anna,72.0,9.0,2.0,26.0,5000.0,Medical student | future doctor,0,0.012,0.494,0.804,18.0,3.911,0.105,0.5645,0.668,0.142
emma.j,0.0,51.64155791439146,7.092362839802242,19.13284719703524,921.584867450764,software engineer @ Google,0,0.0,0.34821664823752874,0.9550942372516551,12.364033620415967,6.244769276639577,0.16856685333522042,0.41172365328378563,0.9086304719265549,0.14112207936287122
chef_marco,655.0,13.0,4.0,5.0,1013.0,Dog lover | Hiking | Books,0,0.082,0.341,0.691,17.0,4.735,0.176,0.5602,0.948,0.4936
sophia_teaches,45.0,32.0,21.0,22.0,644.0,Retired engineer | amateur astronomer,0,0.012,0.346,0.692,17.0,4.841,0.189,0.3137,0.614,0.149
emma.j,19.0,3.0,11.0,28.0,4864.0,UX designer @Meta,0,0.003,0.182,0.948,18.0,3.075,0.187,0.693,0.759,0.5249
code_master,21.0,5.0,41.0,2.0,1793.0,Retired engineer | amateur astronomer,0,0.047,0.43,0.942,15.0,0.241,0.006,0.5015,0.601,0.4236
grace_beauty,6.0,52.0,13.0,28.0,2222.0,Retired engineer | amateur astronomer,0,0.096,0.199,0.89,13.0,0.592,0.07,0.3231,0.643,0.2168
f4f_master_99,10.0,1509.0,0.0,0.0,34.0,,1,0.924,0.989,0.14,3.0,61.15,0.746,0.091,0.092,0.0312
follow_back_101,25.941527663773655,394.5156148682162,1.453003993808767,0.0,0.0,airdrop $ETH daily,1,0.6167852201924315,0.8978177134999323,0.3442509122903655,0.9971314326191199,151.83702721581253,0.9224091281870539,0.01698741062603789,0.3039729846559503,0.002074334521222279
noah_films,63.0,71.0,6.0,6.0,762.0,Medical student | future doctor,0,0.073,0.472,0.869,12.0,1.582,0.16,0.2954,0.78,0.3891
luke_designs,818.0,9.0,9.0,2.0,4185.0,Data scientist | ML researcher,0,0.053,0.19,0.826,10.0,4.226,0.041,0.3565,0.737,0.4382
luke_designs,359.191591495237,16.331035396906678,26.785143440163417,16.4830103302055,855.6350519785617,Traveler | 50+ countries visited,0,0.0,0.2496479197212131,0.8963505364216553,11.075803018464741,2.457862531825765,0.12815704511694337,0.3549083054477085,0.8829666641233679,0.5508179380748724
amy_joy,0.0,0.0,0.0,22.224260175721042,5080.534328440781,Gaming streamer | Twitch partner,0,0.0,0.3367757626364174,0.7852728657014978,12.00463158029629,0.0,0.17992092652381542,0.4259224382285541,0.9394475322334033,0.14616342402717897
luke_designs,1.0,17.0,27.0,15.0,463.0,Developer | Open source enthusiast,0,0.117,0.468,0.988,16.0,1.345,0.045,0.3439,0.967,0.5792
crypto_king_9999,4.0,740.0,2.0,0.0,39.0,,1,0.931,0.912,0.107,1.0,84.39,0.927,0.0715,0.086,0.0034
airdrop_winner99,19.0,2480.0,1.0,0.0,18.0,Click link below 💰,1,0.778,0.9,0.235,1.0,103.18,0.966,0.0332,0.266,0.0058
follow_back_101,1.0,2201.0,0.0,0.0,56.0,📈 passive income daily,1,0.746,0.856,0.138,2.0,186.78,0.943,0.0527,0.158,0.0167
dev_pete,530.0,22.0,40.0,5.0,1649.0,Musician. Coffee addict.,0,0.136,0.123,0.831,17.0,3.292,0.071,0.3384,0.922,0.1689
fit_jessica,17.55636875714596,0.0,9.093009188603821,6.586930624515103,1529.272310456664,Yoga instructor | wellness coach,0,0.029206978241804495,0.33444663310262757,0.6582154816442944,17.738582270757455,3.4698048742775254,0.03494106202441912,0.5989871278866438,0.8952638936757641,0.25171885030671337
sophia_teaches,12.0,20.0,4.0,1.0,1305.0,UX designer @Meta,0,0.051,0.448,0.982,17.0,3.432,0.193,0.2573,0.675,0.1157
bot291847362,28.83237245663785,962.9069140183772,0.6442086546940986,0.2328166833795375,0.0,follow for follow back,1,0.8112917017747066,0.9640742773186818,0.32185975549298207,4.273531390821543,62.385874686583016,0.8388771675012138,0.06615711984175283,0.0024887229062136255,0.0026432614200472236
luke_designs,8.0,15.0,25.0,14.0,5000.0,High school teacher | making STEM fun,0,0.125,0.293,0.695,14.0,3.699,0.084,0.441,0.674,0.3749
john_doe,20.0,40.0,39.0,5.0,2848.0,News journalist @NYT,0,0.106,0.265,0.715,18.0,3.979,0.121,0.3253,0.627,0.5376
f4f_master_99,1.0,1815.0,2.0,0.0,28.0,official giveaway account,1,0.668,0.929,0.258,4.0,245.9,0.71,0.0497,0.098,0.0222
dev_pete,105.0,16.0,7.0,13.0,665.0,Dog lover | Hiking | Books,0,0.031,0.295,0.783,13.0,0.213,0.135,0.2771,0.744,0.1413
fit_jessica,39.0,34.0,6.0,2.0,1467.0,mom of 3 | foodie,0,0.129,0.279,0.908,13.0,0.992,0.023,0.2883,0.704,0.3966
alex_travel,99.61370124362857,57.436750348478085,5.2855611624981815,1.4908089661147241,2647.833771859017,Medical student | future doctor,0,0.004428452935229678,0.3189423374423459,0.7383899884271733,9.925041157091187,2.5204768116696665,0.17571169463386557,0.5581015595651824,0.9718603808066458,0.302248418342954
sophia_teaches,0.0,0.0,2.826743160451219,25.852500664336144,680.0391587844634,Environmental activist,0,0.0,0.4814372701542157,0.8202354016063703,16.247653153999167,0.0,0.025146417386214922,0.5999211185062442,0.9978261222146713,0.5757081871620667
acc29471838,17.0,2628.0,1.0,0.0,31.0,FREE BTC airdrop → link in bio,1,0.918,0.933,0.356,2.0,218.67,0.805,0.0856,0.227,0.0207
ethan_games,96.0,16.0,74.0,21.0,5000.0,Gaming streamer | Twitch partner,0,0.089,0.407,0.978,18.0,0.243,0.087,0.3401,0.931,0.4942
mia_cooks,1.0,20.0,14.0,23.0,4266.0,Freelance illustrator | art prints available,0,0.057,0.214,0.651,17.0,4.691,0.138,0.4551,0.865,0.3958
chris_builds,9.0,49.0,4.0,19.0,5000.0,Artist | Digital creator,0,0.069,0.216,0.888,9.0,1.163,0.006,0.5384,0.826,0.2571
get_rich_88,12.0,1271.0,1.0,0.0,31.0,airdrop $ETH daily,1,0.937,0.87,0.31,1.0,155.48,0.735,0.013,0.232,0.0496
f4f_master_99,14.0,767.0,2.0,0.0,54.0,NFT investor | crypto tips,1,0.931,0.916,0.329,1.0,193.53,0.801,0.0935,0.187,0.012
earn_fast_2024,10.0,2106.0,2.0,0.0,26.0,crypto signals ✅ 99% win rate,1,0.81,0.889,0.135,4.0,277.69,0.857,0.0779,0.008,0.0288
ben_codes,276.0,138.0,11.0,1.0,1265.0,Medical student | future doctor,0,0.137,0.415,0.972,11.0,2.193,0.108,0.5432,0.631,0.1302
fit_jessica,226.0,13.0,42.0,24.0,928.0,Yoga instructor | wellness coach,0,0.035,0.483,0.912,8.0,2.677,0.102,0.5937,0.882,0.2793
insta_boost_247,12.0,2180.0,0.0,0.0,31.0,airdrop $ETH daily,1,0.825,0.904,0.251,4.0,266.49,0.846,0.0254,0.204,0.0476
mike_2023,229.0,7.0,4.0,28.0,985.0,Podcaster | interviewing founders,0,0.128,0.426,0.904,10.0,4.683,0.165,0.2591,0.66,0.2783
nina_art,3.0,18.0,30.0,4.0,572.0,Data scientist | ML researcher,0,0.14,0.408,0.932,17.0,0.658,0.087,0.2742,0.738,0.2196
rachel_reads,39.52996434705432,0.0,8.41415694814479,17.976171569702764,1778.4912904347766,Marketing professional | keynote speaker,0,0.08962160295482471,0.15256441877689755,0.8970360653912137,8.433581268951732,4.606015058990104,0.2082199706296589,0.3933304935791019,0.8374239251825517,0.13055147129202946
olivia_draws,79.0,7.0,3.0,14.0,938.0,Dog lover | Hiking | Books,0,0.127,0.243,0.697,18.0,2.476,0.127,0.6482,0.938,0.5026
nina_art,127.0,21.0,5.0,17.0,365.0,Dog lover | Hiking | Books,0,0.085,0.523,0.886,11.0,1.606,0.03,0.5446,0.987,0.2979
james_hikes,134.0,12.0,42.0,26.0,1672.0,Nurse practitioner | women's health advocate,0,0.009,0.51,0.955,16.0,0.294,0.146,0.6708,0.806,0.2695
autoliker_pro,1.0,1801.0,0.0,0.0,6.0,,1,0.806,0.893,0.137,1.0,278.58,0.823,0.0785,0.035,0.0114
code_master,1.0,21.0,5.0,15.0,3886.0,Nurse practitioner | women's health advocate,0,0.003,0.294,0.925,11.0,4.301,0.139,0.5073,0.645,0.1109
user8374629,17.0,1114.0,2.0,0.0,18.0,,1,0.907,0.975,0.248,2.0,256.59,0.903,0.0601,0.093,0.0131
dev_pete,301.0,64.0,71.0,20.0,1601.0,mom of 3 | foodie,0,0.088,0.297,0.829,9.0,3.427,0.193,0.5708,0.737,0.1579
amy_joy,1.0,69.0,28.0,4.0,1280.0,Freelance illustrator | art prints available,0,0.005,0.401,0.857,11.0,4.164,0.176,0.5926,0.929,0.1122
creative_dan,292.8345025337259,0.0,0.0,19.09511603681016,1045.4358092685034,Environmental activist,0,0.04578923645634089,0.18758093678035503,0.724129481842884,13.693989519970941,12.360024175805147,0.026535959551792165,0.4772047673841492,0.9585381758468791,0.5727782793333981
mark_adventure,773.0,145.0,3.0,28.0,786.0,Environmental activist,0,0.054,0.183,0.732,10.0,0.192,0.164,0.3586,0.876,0.5549
follow_back_101,10.0,1631.0,1.0,0.0,59.0,,1,0.617,0.905,0.17,4.0,54.45,0.898,0.053,0.163,0.0186
john_doe,187.0,2.0,13.0,29.0,5000.0,High school teacher | making STEM fun,0,0.041,0.468,0.923,17.0,2.703,0.19,0.274,0.642,0.4644
grace_beauty,21.0,17.0,1.0,19.0,563.0,UX designer @Meta,0,0.106,0.111,0.938,15.0,1.09,0.043,0.5132,0.979,0.41
mark_adventure,56.0,20.0,4.0,9.0,1183.0,Entrepreneur | Founder @startup,0,0.113,0.358,0.97,16.0,0.224,0.146,0.3834,0.748,0.2107
chef_marco,4.0,27.0,42.0,1.0,5000.0,Architect | sustainable design,0,0.017,0.385,0.894,17.0,0.202,0.105,0.2371,0.656,0.1421
code_master,10.0,12.0,4.0,9.0,1301.0,Environmental activist,0,0.054,0.196,0.716,10.0,0.86,0.176,0.4547,0.688,0.2541
mark_adventure,33.0,36.0,4.0,18.0,1490.0,Entrepreneur | Founder @startup,0,0.089,0.405,0.742,14.0,0.896,0.141,0.5485,0.77,0.2615
free_follower_bot,12.0,2071.0,0.0,0.0,35.0,investment advisor DM me,1,0.757,0.963,0.182,4.0,258.34,0.894,0.0229,0.268,0.0192
earn_fast_2024,54.232265782062846,357.43855829355977,2.5719651195087665,0.38243889276688026,132.4956973352555,FREE gift cards click here,1,0.6623954374866758,0.9379650324358026,0.3058521280609644,3.969598944757125,235.21568498941718,0.8059104171943747,0.07205865886583016,0.1425020016245379,0.022027542526882462
autoliker_pro,6.0,2863.0,0.0,0.0,44.0,follow for follow back,1,0.865,0.965,0.308,2.0,210.57,0.935,0.098,0.118,0.0303
mark_adventure,2.0,24.0,65.0,1.0,3228.0,Retired engineer | amateur astronomer,0,0.04,0.542,0.765,16.0,4.007,0.084,0.4384,0.803,0.1324
creative_dan,9.0,11.0,17.0,18.0,843.0,News journalist @NYT,0,0.011,0.236,0.791,10.0,1.834,0.099,0.4566,0.757,0.2888
1234567890ab,14.0,1056.0,2.0,0.0,42.0,📈 passive income daily,1,0.676,0.852,0.185,2.0,229.69,0.863,0.0259,0.072,0.0394
free_follower_bot,2.0,2087.0,1.0,0.0,52.0,,1,0.897,0.881,0.268,2.0,218.94,0.886,0.0622,0.055,0.027
mark_adventure,35.0,19.0,17.0,23.0,1744.0,Yoga instructor | wellness coach,0,0.102,0.434,0.787,15.0,4.167,0.1,0.3308,0.847,0.3507
autoliker_pro,18.0,630.0,0.0,0.0,39.0,make money online → bio link,1,0.943,0.971,0.33,2.0,113.05,0.874,0.0878,0.097,0.032
grace_beauty,6.0,5.0,2.0,26.0,2451.0,Musician. Coffee addict.,0,0.092,0.288,0.918,11.0,4.841,0.082,0.4973,0.682,0.5583
mike_2023,19.0,62.0,26.0,18.0,948.0,Yoga instructor | wellness coach,0,0.028,0.534,0.918,16.0,3.075,0.087,0.6008,0.609,0.5223
dev_pete,6.0,79.0,14.0,21.0,733.0,Developer | Open source enthusiast,0,0.061,0.314,0.782,12.0,3.598,0.028,0.5216,0.633,0.1314
dev_pete,451.0,17.0,78.0,5.0,4412.0,Freelance illustrator | art prints available,0,0.035,0.222,0.733,12.0,3.099,0.12,0.3825,0.611,0.2481
real_human_01234,15.510409733464718,1476.6123361576053,0.0,1.1053170680358748,83.03716731724003,DM me to grow your account fast,1,0.7593575814348321,0.8734583509455599,0.21652585739216942,0.4584296353196917,137.3539249915969,0.6833939084352523,0.05439776328849456,0.25776944179621325,0.02222438193759164
ben_codes,223.0,26.0,10.0,28.0,948.0,Dog lover | Hiking | Books,0,0.148,0.512,0.857,14.0,2.831,0.023,0.4961,0.79,0.4756
bot291847362,7.0,1583.0,0.0,0.0,31.0,,1,0.821,0.937,0.31,4.0,60.71,0.788,0.0989,0.178,0.0067
sophia_teaches,9.0,20.0,32.0,13.0,4319.0,Fashion designer | PR welcome,0,0.054,0.385,0.815,12.0,4.516,0.088,0.363,0.814,0.3561
zz_promo_zz,6.0,2643.0,0.0,0.0,46.0,♻️ repost to win $1000,1,0.609,0.935,0.279,4.0,287.23,0.752,0.0656,0.225,0.0433
creative_dan,15.0,134.0,58.0,28.0,635.0,Retired engineer | amateur astronomer,0,0.107,0.265,0.873,14.0,3.677,0.001,0.4404,0.795,0.2042
mark_adventure,19.39938385848241,0.0,29.078996998719436,24.24758902282266,1013.6991857520832,News journalist @NYT,0,0.10012409964522832,0.14982694607949032,0.8592293184102866,7.9708184592867735,5.3389332510519285,0.03859112312799742,0.4428950505585775,0.8469181487535078,0.5602384656050083
amy_joy,42.0,6.0,9.0,21.0,2647.0,Dog lover | Hiking | Books,0,0.106,0.263,0.748,15.0,0.693,0.048,0.4905,0.628,0.5263
bot291847362,9.775092336462254,663.4805683458815,3.564672808191907,0.0,62.05935360824749,📈 passive income daily,1,0.6346105339069812,0.9710277611285582,0.3481832930423635,1.8321301662329623,232.94160187334393,0.8852915891142955,0.03832588635895286,0.10184934527658236,0.05638248064905449
mark_adventure,59.0,25.0,10.0,26.0,830.0,Traveler | 50+ countries visited,0,0.143,0.433,0.886,11.0,0.508,0.131,0.3326,0.764,0.4309
mark_adventure,19.0,24.0,123.0,1.0,5000.0,Freelance illustrator | art prints available,0,0.071,0.305,0.661,13.0,3.977,0.138,0.3422,0.861,0.3751
mike_2023,1.0,8.0,3.0,13.0,1022.0,Freelance illustrator | art prints available,0,0.017,0.405,0.926,10.0,2.652,0.052,0.5755,0.734,0.2328
sarah_smith,4.0,20.0,16.0,24.0,365.0,Chef | Recipe creator,0,0.112,0.512,0.977,16.0,2.128,0.1,0.6263,0.657,0.4458
1234567890ab,10.0,1687.0,1.0,0.0,18.0,make money online → bio link,1,0.915,0.966,0.388,1.0,155.74,0.721,0.0536,0.266,0.0479
free_follower_bot,38.56861672637763,2816.535072537095,1.8318588943467273,0.0,2.56732375099746,FREE BTC airdrop → link in bio,1,0.6555752855224405,0.963281101794538,0.21745632390837297,2.231898204954735,213.41881600543866,0.7234127144027676,0.014070046390291795,0.2206419434455571,0.0
sarah_smith,33.0,23.0,3.0,9.0,1499.0,Environmental activist,0,0.127,0.24,0.733,15.0,3.164,0.036,0.2102,0.813,0.2173
zz_promo_zz,15.0,2489.0,2.0,0.0,8.0,make money online → bio link,1,0.949,0.925,0.119,2.0,52.86,0.703,0.071,0.066,0.0412
code_master,282.0,36.0,1.0,12.0,3406.0,Fashion designer | PR welcome,0,0.092,0.465,0.954,9.0,3.921,0.001,0.5903,0.749,0.5068
