username,followers,following,tweets,bio,is_verified,listed_count,has_profile_pic,label
emma.j,257,527,215,Developer | Open source enthusiast,0,645,1,0
lisa_writes,50,59,100,Environmental activist 🌱,0,791,1,0
fit_jessica,59,41,100,Wildlife photographer based in Kenya,0,510,1,0
fcbarcelona,135412023,1022,14366,Official account. For business: manager@agency.com,1,417758,1,0
bot_account_7,2227,3622,55279,investment advisor DM me,0,0,1,1
oprah,187040135,1853,6928,Iconic musician 🎸 | 40+ years on stage,1,245131,1,0
nft_dropper_69,79,3912,28,follow for follow back,0,0,0,1
chris_builds,50,60,100,Teacher & lifelong learner 📚,0,203,1,0
lena_captures,751467,4561,15149,Medical student | future doctor 🩺,1,26501,1,0
john_doe,279184,9,9,NFT investor | crypto tips,0,0,1,1
crypto_king_9999,3376,4597,368966,FREE BTC airdrop → link in bio,0,0,1,1
chef_marco,69,136,159,Environmental activist 🌱,0,355,1,0
bot_account_7,82,3791,1,🔞 link in bio,0,0,1,1
nike349,421704,8,188,Fan account. Not official.,0,0,1,1
natgeo,10377702,1495,23414,Grammy-winning artist 🎵 | New album out now,1,81417,1,0
alex_travel,463601,41,17,🔞 link in bio,0,0,1,1
surf_with_evan,50,105,200,Architect | sustainable design,0,613,1,0
fcbarcelona,184197425,1020,60113,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,390673,1,0
follow_back_101,1831,3487,152339,FREE BTC airdrop → link in bio,0,0,1,1
billgates757,437729,42,92,Fan account. Not official.,0,0,1,1
photo_by_anna,240,183,100,Data scientist | ML researcher,0,609,1,0
photo_by_anna,50,23,1235,Marketing professional | keynote speaker,0,548,1,0
free_followers_now,1975,3686,356348,,0,0,1,1
mindful_maya,67,112,100,Musician. Coffee addict. ☕,0,218,1,0
earn_fast_2024,17,4009,48,,0,0,1,1
b.scott.official,4253815,251,22048,Medical student | future doctor 🩺,0,5319,1,0
xXx_profit_xXx,91,3640,36,investment advisor DM me,0,0,1,1
alex_travel,411,960,100,News journalist @NYT,0,932,1,0
justinbieber,63714037,196,6525,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,157816,1,0
dev_pete,50,107,196,photographer | travel 📷,0,980,1,0
dev_pete,3369712,752,23480,Retired engineer | amateur astronomer 🔭,0,12279,1,0
code_master,50,59,100,Dog lover 🐾 | Hiking | Books,0,818,1,0
neymarjr686,447357,73,103,Fan account. Not official.,0,0,1,1
dev_pete,495090,31,5,,0,0,0,1
oprah756,438059,10,104,Fan account. Not official.,0,0,1,1
fit_jessica,50,104,179,Gaming streamer | Twitch partner 🎮,0,644,1,0
nft_dropper_69,2711,3947,95178,promo available 📩,0,0,1,1
mark_adventure,4224764,3661,10125,Yoga instructor | wellness coach 🧘,0,11666,1,0
billgates,20612089,1787,88944,Fashion icon | Creative Director @LuxuryBrand,1,62804,1,0
fit_jessica,623923,854,17960,Environmental activist 🌱,0,49904,1,0
lena_captures,50,83,100,Teacher & lifelong learner 📚,0,253,1,0
xXx_profit_xXx,3297,3212,122905,,0,0,1,1
photo_by_anna,2856075,3252,47405,Dog lover 🐾 | Hiking | Books,1,20653,1,0
acc29471838,4479,3825,310040,📈 passive income daily,0,0,1,1
follow_back_101,5,3888,33,,0,0,1,1
99882736450,3152,4893,83363,FREE BTC airdrop → link in bio,0,0,1,1
beyonce47,130975,75,34,Fan account. Not official.,0,0,1,1
airdrop_winner99,90,3731,7,,0,0,1,1
earn_fast_2024,82,4508,37,Click link below 💰,0,0,0,1
tom_techie,1431995,3528,16292,Marketing professional | keynote speaker,0,31710,1,0
dev_pete,124,107,100,Data scientist | ML researcher,0,325,1,0
lisa_writes,197593,1536,25336,Artist | Digital creator ✨,0,46975,1,0
photo_by_anna,50,43,528,Teacher & lifelong learner 📚,0,640,1,0
a8f7d3k9p2,96,3636,3,promo available 📩,0,0,1,1
kimkardashian263,427616,54,176,Fan account. Not official.,0,0,1,1
q7w8e9r0t1y2,3778,3105,375688,DM me to grow your account fast,0,0,1,1
nasa56,179886,10,110,Fan account. Not official.,0,0,1,1
bot_account_7,73,3828,36,,0,0,1,1
lisa_writes,249,588,363,Wildlife photographer based in Kenya,0,137,1,0
selenagomez604,5352,16,113,Fan account. Not official.,0,0,1,1
b.scott.official,50,14,100,Dance teacher | choreographer,0,386,1,0
mike_2023,134,254,100,mom of 3 | foodie 🍕,0,600,1,0
nike,89530359,928,20343,Fashion icon | Creative Director @LuxuryBrand,1,197483,1,0
code_master,50,39,436,Developer | Open source enthusiast,0,305,1,0
nasa638,221479,20,18,Fan account. Not official.,0,0,1,1
oprah,129662978,1185,79276,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,165267,1,0
mike_2023,184138,12,11,,0,0,1,1
mindful_maya,50,61,189,Dance teacher | choreographer,0,204,1,0
paul_runs,2890642,1375,46493,Chef | Recipe creator 🍳,0,2804,1,0
99882736450,99,3628,18,♻️ repost to win $1000,0,0,0,1
bot_account_7,24,4549,10,DM me to grow your account fast,0,0,0,1
daniel_f,50,94,489,Blogger | Lifestyle & wellness,0,752,1,0
lisa_writes,343716,25,17,NFT investor | crypto tips,0,0,0,1
mindful_maya,50,55,695,Podcaster | interviewing founders,0,255,1,0
journeys_with_kai,50,46,317,Nurse practitioner | women's health advocate,0,186,1,0
99882736450,1360,3242,168093,promo available 📩,0,0,1,1
mike_2023,2956562,918,37285,UX designer @Meta,0,29570,1,0
dev_pete,2155490,406,34659,Yoga instructor | wellness coach 🧘,0,34019,1,0
neymarjr,179666374,1505,54123,Oscar-winning director | Production company: @StudioX,1,437070,1,0
lena_captures,279416,26,6,📈 passive income daily,0,0,0,1
1234567890ab,2974,4922,79057,earn $500/day 👇,0,0,1,1
nasa114,425946,47,198,Fan account. Not official.,0,0,1,1
elonmusk,31936194,1231,65995,Oscar-winning director | Production company: @StudioX,1,377975,1,0
beyonce53,7147,84,193,Fan account. Not official.,0,0,1,1
paul_runs,487106,9,13,,0,0,1,1
jeffbezos,130693165,1929,59159,Fashion icon | Creative Director @LuxuryBrand,1,149319,1,0
free_followers_now,5,4732,31,,0,0,1,1
botanist_beth,318751,34,13,🔞 link in bio,0,0,0,1
dev_pete,495316,17,9,Click link below 💰,0,0,1,1
chef_marco,83,78,100,UX designer @Meta,0,222,1,0
tom_techie,50,51,101,UX designer @Meta,0,292,1,0
photo_by_anna,50,88,128,Chef | Recipe creator 🍳,0,537,1,0
daniel_f,88568,46,16,,0,0,0,1
99882736450,2234,4252,412227,Real estate investor | DM for passive income secrets,0,0,1,1
billgates,142477827,729,75693,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,377394,1,0
code_master,98465,9,11,DM me to grow your account fast,0,0,1,1
sarah_smith,346394,2,16,,0,0,1,1
journeys_with_kai,194276,8,0,DM me to grow your account fast,0,0,1,1
taylorswift425,385933,14,106,Fan account. Not official.,0,0,1,1
code_master,50,89,465,Teacher & lifelong learner 📚,0,840,1,0
free_followers_now,2209,4672,322052,FREE BTC airdrop → link in bio,0,0,1,1
arianagrande460,479334,63,163,Fan account. Not official.,0,0,1,1
code_master,59,15,100,Dog lover 🐾 | Hiking | Books,0,21,1,0
acc29471838,1400,4909,125133,Get free followers — click bio link,0,0,1,1
alex_travel,94,147,140,Fashion designer | PR welcome,0,909,1,0
photo_by_anna,140443,17,1,FREE BTC airdrop → link in bio,0,0,1,1
tim_cook528,392589,29,54,Fan account. Not official.,0,0,1,1
daniel_f,50,10,108,Dance teacher | choreographer,0,382,1,0
bot_account_7,2141,3811,381256,♻️ repost to win $1000,0,0,1,1
realmadrid23,249817,80,29,Fan account. Not official.,0,0,1,1
sarah_smith,4867880,3193,3803,Nurse practitioner | women's health advocate,1,38732,1,0
a8f7d3k9p2,201,3690,257445,♻️ repost to win $1000,0,0,1,1
fit_jessica,4089669,988,33703,Teacher & lifelong learner 📚,1,38831,1,0
daniel_f,41047,11,14,📈 passive income daily,0,0,0,1
cristiano47,310351,40,32,Fan account. Not official.,0,0,1,1
bot_account_7,4,4918,9,FREE BTC airdrop → link in bio,0,0,0,1
a8f7d3k9p2,3637,3940,297281,crypto signals ✅ 99% win rate,0,0,1,1
lena_captures,50,61,100,Environmental activist 🌱,0,231,1,0
botanist_beth,378939,18,16,promo available 📩,0,0,1,1
q7w8e9r0t1y2,69,4539,7,,0,0,0,1
nasa246,153123,82,62,Fan account. Not official.,0,0,1,1
lisa_writes,53,64,100,Dance teacher | choreographer,0,928,1,0
tom_techie,50,112,100,Data scientist | ML researcher,0,924,1,0
selenagomez76,172084,55,117,Fan account. Not official.,0,0,1,1
code_master,127369,2851,29102,Architect | sustainable design,1,8704,1,0
lisa_writes,221259,18,5,DM me to grow your account fast,0,0,1,1
emma.j,50,58,100,Dance teacher | choreographer,0,331,1,0
everyday_elena,2211106,3033,40442,Wildlife photographer based in Kenya,0,28679,1,0
crypto_king_9999,76,4263,25,,0,0,1,1
q7w8e9r0t1y2,52,3706,13,Click link below 💰,0,0,1,1
chef_marco,158494,46,13,,0,0,0,1
natgeo,145110079,309,61220,Oscar-winning director | Production company: @StudioX,1,38123,1,0
alex_travel,50,38,338,Artist | Digital creator ✨,0,666,1,0
arianagrande,153098570,1087,59730,Nobel Peace Prize laureate | Activist,1,462290,1,0
free_followers_now,95,3956,39,,0,0,1,1
crypto_king_9999,4449,3032,394757,btc eth airdrop free coins,0,0,1,1
neymarjr,142282281,385,12594,World #1 tennis player 🎾 | Foundation: @AidFundation,1,226081,1,0
dev_pete,186504,33,14,,0,0,1,1
lisa_writes,50,107,122,Retired engineer | amateur astronomer 🔭,0,434,1,0
everyday_elena,50,40,100,Wildlife photographer based in Kenya,0,154,1,0
kyliejenner532,378448,10,76,Fan account. Not official.,0,0,1,1
therock,35959392,1077,84453,World #1 tennis player 🎾 | Foundation: @AidFundation,1,291424,1,0
surf_with_evan,50,114,100,Marketing professional | keynote speaker,0,216,1,0
a8f7d3k9p2,4677,4006,401937,Real estate investor | DM for passive income secrets,0,0,1,1
beyonce902,172919,47,139,Fan account. Not official.,0,0,1,1
taylorswift,190502284,712,76238,International supermodel | Agency: IMG Models,1,219279,1,0
1234567890ab,1655,4869,162811,earn $500/day 👇,0,0,1,1
earn_fast_2024,904,4263,132831,investment advisor DM me,0,0,1,1
acc29471838,1,4689,41,crypto signals ✅ 99% win rate,0,0,0,1
photo_by_anna,3743640,1366,20689,Environmental activist 🌱,0,2318,1,0
lisa_writes,73,54,100,Chef | Recipe creator 🍳,0,257,1,0
botanist_beth,172137,24,12,♻️ repost to win $1000,0,0,1,1
cristiano,178269012,459,90797,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,409627,1,0
sarah_smith,2324475,3247,26052,High school teacher | making STEM fun,0,26657,1,0
tim_cook,5009872,1500,93381,CEO @Fortune500 | Author | Speaker,1,262404,1,0
tim_cook,81206897,964,47883,Official account. For business: manager@agency.com,1,308080,1,0
nina_art,1059856,893,18556,Yoga instructor | wellness coach 🧘,0,34036,1,0
nasa,66277380,1544,23782,Iconic musician 🎸 | 40+ years on stage,1,384606,1,0
dev_pete,252,354,100,Data scientist | ML researcher,0,287,1,0
arianagrande37,3269,29,33,Fan account. Not official.,0,0,1,1
taylorswift607,28331,20,165,Fan account. Not official.,0,0,1,1
creative_dan,129640,36,6,DM me to grow your account fast,0,0,0,1
nft_dropper_69,98,3138,32,♻️ repost to win $1000,0,0,1,1
sarah_smith,4245049,2925,18748,High school teacher | making STEM fun,0,1875,1,0
creative_dan,62863,29,2,crypto signals ✅ 99% win rate,0,0,0,1
mindful_maya,108,77,342,photographer | travel 📷,0,515,1,0
the_real_sam,187223,20,12,,0,0,1,1
tradebot_fx,63,3467,3,NFT investor | crypto tips,0,0,0,1
follow_back_101,2284,4695,476882,crypto signals ✅ 99% win rate,0,0,1,1
fcbarcelona649,351290,26,33,Fan account. Not official.,0,0,1,1
the_real_sam,50,117,100,Entrepreneur | Founder @startup,0,686,1,0
alex_travel,72,169,100,Gaming streamer | Twitch partner 🎮,0,739,1,0
natgeo,130276735,1793,97365,International supermodel | Agency: IMG Models,1,211399,1,0
a8f7d3k9p2,78,4047,41,btc eth airdrop free coins,0,0,0,1
mike_2023,50,67,100,Blogger | Lifestyle & wellness,0,61,1,0
amy_joy,50,26,198,Medical student | future doctor 🩺,0,753,1,0
amy_joy,4348675,2135,42077,Yoga instructor | wellness coach 🧘,0,13642,1,0
acc29471838,83,3330,47,Get free followers — click bio link,0,0,0,1
mark_adventure,126889,4,11,btc eth airdrop free coins,0,0,1,1
nike,199073325,1466,90481,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,492031,1,0
dev_pete,50,19,100,Architect | sustainable design,0,669,1,0
free_followers_now,448,4057,166929,NFT investor | crypto tips,0,0,1,1
kyliejenner,115272338,914,56756,Fashion icon | Creative Director @LuxuryBrand,1,450610,1,0
jeffbezos,107637149,499,72622,Official account. For business: manager@agency.com,1,434577,1,0
nft_dropper_69,209,3302,274779,NFT investor | crypto tips,0,0,1,1
photo_by_anna,4511057,2534,43263,High school teacher | making STEM fun,0,41820,1,0
fit_jessica,50,18,100,Podcaster | interviewing founders,0,995,1,0
beyonce,9265611,203,37243,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,479264,1,0
chris_builds,80,40,100,software engineer @ Google,0,628,1,0
lena_captures,50,42,100,Data scientist | ML researcher,0,665,1,0
lena_captures,3895696,4835,17421,Marketing professional | keynote speaker,1,3483,1,0
nasa,166316055,1009,6851,Iconic musician 🎸 | 40+ years on stage,1,176420,1,0
everyday_elena,191,260,437,Blogger | Lifestyle & wellness,0,296,1,0
code_master,4649924,2223,42946,Artist | Digital creator ✨,0,32575,1,0
kimkardashian,99428282,1361,58845,World #1 tennis player 🎾 | Foundation: @AidFundation,1,236405,1,0
the_real_sam,132,57,104,software engineer @ Google,0,50,1,0
amy_joy,452417,35,15,NFT investor | crypto tips,0,0,1,1
sarah_smith,50,104,100,Freelance illustrator | art prints available,0,143,1,0
daniel_f,50,100,100,Dog lover 🐾 | Hiking | Books,0,818,1,0
fcbarcelona615,354347,32,64,Fan account. Not official.,0,0,1,1
alex_travel,487004,16,9,,0,0,1,1
amy_joy,2313201,3669,12534,Blogger | Lifestyle & wellness,0,23918,1,0
everyday_elena,440487,4,10,crypto signals ✅ 99% win rate,0,0,1,1
selenagomez712,315195,99,17,Fan account. Not official.,0,0,1,1
daniel_f,99,54,100,UX designer @Meta,0,159,1,0
everyday_elena,50,109,100,Environmental activist 🌱,0,818,1,0
kyliejenner742,346325,1,165,Fan account. Not official.,0,0,1,1
arianagrande523,135759,21,168,Fan account. Not official.,0,0,1,1
airdrop_winner99,98,4339,22,btc eth airdrop free coins,0,0,1,1
free_follower_bot,72,3013,35,follow for follow back,0,0,0,1
kyliejenner682,118220,48,60,Fan account. Not official.,0,0,1,1
selenagomez,140825160,978,12251,Iconic musician 🎸 | 40+ years on stage,1,246249,1,0
alex_travel,93,93,112,Freelance illustrator | art prints available,0,674,1,0
elonmusk132,86776,62,180,Fan account. Not official.,0,0,1,1
grace_beauty,97329,5,6,btc eth airdrop free coins,0,0,0,1
nasa478,346179,77,183,Fan account. Not official.,0,0,1,1
9182736450,140,4321,51050,DM me to grow your account fast,0,0,1,1
99882736450,526,4943,368195,investment advisor DM me,0,0,1,1
dev_pete,205709,7,0,Get free followers — click bio link,0,0,0,1
grace_beauty,2183218,912,34745,Freelance illustrator | art prints available,0,19981,1,0
free_follower_bot,4505,3895,235064,📈 passive income daily,0,0,1,1
1234567890ab,38,3904,7,FREE BTC airdrop → link in bio,0,0,1,1
real_human_01234,2421,3509,313257,FREE BTC airdrop → link in bio,0,0,1,1
photo_by_anna,50,85,100,Nurse practitioner | women's health advocate,0,666,1,0
paul_runs,179,341,100,Architect | sustainable design,0,852,1,0
paul_runs,50,88,100,Blogger | Lifestyle & wellness,0,9,1,0
a8f7d3k9p2,49,3326,6,follow for follow back,0,0,0,1
tom_techie,62,140,296,Traveler | 50+ countries visited ✈️,0,97,1,0
journeys_with_kai,4382224,3696,20238,Dance teacher | choreographer,0,28109,1,0
earn_fast_2024,29,4976,10,Get free followers — click bio link,0,0,1,1
john_doe,904,1686,715,Musician. Coffee addict. ☕,0,341,1,0
elonmusk292,218099,38,23,Fan account. Not official.,0,0,1,1
mindful_maya,50,101,100,mom of 3 | foodie 🍕,0,281,1,0
elonmusk735,27376,82,163,Fan account. Not official.,0,0,1,1
jeffbezos611,180239,78,162,Fan account. Not official.,0,0,1,1
lisa_writes,55,93,100,Dog lover 🐾 | Hiking | Books,0,380,1,0
fcbarcelona,127903364,748,62746,Iconic musician 🎸 | 40+ years on stage,1,85673,1,0
bot_account_7,85,3506,9,FREE BTC airdrop → link in bio,0,0,1,1
billgates399,305154,74,69,Fan account. Not official.,0,0,1,1
natgeo,189810856,1073,88353,Oscar-winning director | Production company: @StudioX,1,199979,1,0
natgeo,10703835,457,22344,International supermodel | Agency: IMG Models,1,401472,1,0
surf_with_evan,50,107,103,Yoga instructor | wellness coach 🧘,0,624,1,0
neymarjr,103045277,813,46807,Nobel Peace Prize laureate | Activist,1,384185,1,0
tim_cook,45658070,1938,37663,Grammy-winning artist 🎵 | New album out now,1,202117,1,0
therock105,463458,66,101,Fan account. Not official.,0,0,1,1
nina_art,3000209,2050,2663,Entrepreneur | Founder @startup,1,37381,1,0
elonmusk,161912237,591,91736,Fashion icon | Creative Director @LuxuryBrand,1,484111,1,0
code_master,92,105,234,software engineer @ Google,0,885,1,0
code_master,377557,4,10,Click link below 💰,0,0,0,1
airdrop_winner99,2513,4774,183193,🔞 link in bio,0,0,1,1
journeys_with_kai,363124,28,12,,0,0,0,1
journeys_with_kai,23068,10,1,promo available 📩,0,0,0,1
chef_marco,2883663,1873,35599,Dog lover 🐾 | Hiking | Books,1,38374,1,0
crypto_king_9999,33,4518,13,FREE BTC airdrop → link in bio,0,0,0,1
cristiano325,144949,91,154,Fan account. Not official.,0,0,1,1
chef_marco,489102,45,5,follow for follow back,0,0,0,1
everyday_elena,106118,27,1,,0,0,1,1
a8f7d3k9p2,2282,4467,294963,♻️ repost to win $1000,0,0,1,1
photo_by_anna,75,180,109,Developer | Open source enthusiast,0,595,1,0
acc29471838,25,4080,45,investment advisor DM me,0,0,1,1
mike_2023,50,57,100,Data scientist | ML researcher,0,108,1,0
code_master,290,101,100,Yoga instructor | wellness coach 🧘,0,183,1,0
the_real_sam,143,309,100,Musician. Coffee addict. ☕,0,289,1,0
paul_runs,50,19,340,Podcaster | interviewing founders,0,300,1,0
free_follower_bot,2714,3445,373860,btc eth airdrop free coins,0,0,1,1
dev_pete,161826,2781,47907,Retired engineer | amateur astronomer 🔭,0,14132,1,0
nike,134638251,1934,75854,International supermodel | Agency: IMG Models,1,183282,1,0
sarah_smith,1511692,3138,9992,Teacher & lifelong learner 📚,0,32700,1,0
creative_dan,1334840,3105,15013,Data scientist | ML researcher,0,3212,1,0
sarah_smith,163,386,100,Gaming streamer | Twitch partner 🎮,0,835,1,0
selenagomez,131964503,634,44143,Grammy-winning artist 🎵 | New album out now,1,71071,1,0
tom_techie,71,149,100,Yoga instructor | wellness coach 🧘,0,100,1,0
emma.j,1181600,3350,38029,Chef | Recipe creator 🍳,1,34013,1,0
lena_captures,204422,15,18,NFT investor | crypto tips,0,0,0,1
mark_adventure,53,120,179,Retired engineer | amateur astronomer 🔭,0,284,1,0
billgates754,22606,82,84,Fan account. Not official.,0,0,1,1
the_real_sam,50,88,431,fitness coach 💪 DM for plans,0,231,1,0
tradebot_fx,4938,3596,255091,earn $500/day 👇,0,0,1,1
lisa_writes,50,10,174,photographer | travel 📷,0,482,1,0
emma.j,62,135,140,Dance teacher | choreographer,0,538,1,0
journeys_with_kai,1300561,3866,25623,photographer | travel 📷,0,11735,1,0
selenagomez,191334568,697,64885,Official account. For business: manager@agency.com,1,60036,1,0
arianagrande,169076613,1108,94730,Oscar-winning director | Production company: @StudioX,1,207506,1,0
mark_adventure,50,71,164,Wildlife photographer based in Kenya,0,976,1,0
